Date	1931	1932	1933	1934	1935	1936	1937	1938	1939	1940	1941	1942	1943	1944	1945
2016-10-14	"28,500"	"28,500"	"29,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"9,000"	"9,500"	"31,500"	"33,833"	"41,000"
2016-10-15	"29,500"	"28,500"	"26,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"10,000"	"9,000"	"9,500"	"31,500"	"33,333"	"41,500"
2016-10-16	"30,000"	"28,000"	"23,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"10,500"	"9,000"	"9,000"	"31,500"	"33,333"	"41,000"
2016-10-17	"30,500"	"27,500"	"20,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"11,500"	"9,500"	"9,000"	"32,000"	"33,333"	"40,500"
2016-10-18	"30,000"	"27,500"	"17,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"11,500"	"9,000"	"9,000"	"33,000"	"33,333"	"40,000"
2016-10-19	"29,500"	"27,500"	"14,000"	"9,000"	"9,000"	"9,000"	"9,500"	"9,000"	"9,000"	"12,000"	"9,000"	"9,000"	"34,500"	"33,833"	"40,000"
2016-10-20	"29,500"	"27,500"	"11,000"	"9,000"	"9,000"	"9,000"	"9,500"	"9,000"	"9,000"	"12,500"	"9,000"	"9,000"	"36,000"	"34,333"	"40,000"
2016-10-21	"30,000"	"28,000"	"9,000"	"9,000"	"9,000"	"9,000"	"10,000"	"9,000"	"9,000"	"12,500"	"9,000"	"9,000"	"36,500"	"34,833"	"39,500"
2016-10-22	"29,500"	"28,000"	"9,000"	"9,500"	"9,000"	"9,000"	"10,000"	"9,000"	"9,000"	"10,500"	"9,000"	"9,500"	"36,500"	"34,833"	"39,000"
2016-10-23	"29,500"	"28,500"	"9,000"	"10,000"	"9,000"	"9,000"	"10,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"35,500"	"34,833"	"38,500"
2016-10-24	"30,000"	"28,500"	"9,000"	"10,000"	"9,000"	"9,000"	"10,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"34,500"	"35,333"	"38,000"
2016-10-25	"27,000"	"25,500"	"9,000"	"9,000"	"9,000"	"9,000"	"10,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"33,500"	"35,833"	"38,000"
2016-10-26	"24,000"	"22,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"32,500"	"36,333"	"38,500"
2016-10-27	"21,000"	"19,500"	"9,000"	"9,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"32,000"	"35,833"	"39,000"
2016-10-28	"18,000"	"16,500"	"9,000"	"10,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"32,000"	"35,333"	"39,000"
2016-10-29	"15,000"	"13,500"	"9,000"	"10,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"32,500"	"34,333"	"38,500"
2016-10-30	"12,000"	"10,500"	"9,000"	"10,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"33,000"	"32,833"	"38,000"
2016-10-31	"9,000"	"9,500"	"9,500"	"9,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"9,000"	"9,000"	"34,000"	"32,333"	"37,500"
2016-11-01	"9,000"	"9,500"	"9,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"10,000"	"9,000"	"9,000"	"34,500"	"32,333"	"36,500"
2016-11-02	"9,000"	"9,500"	"9,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"10,000"	"9,000"	"9,000"	"34,500"	"33,333"	"36,500"
2016-11-03	"9,000"	"9,500"	"9,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"10,000"	"9,000"	"9,000"	"33,500"	"34,333"	"36,500"
2016-11-04	"9,000"	"9,500"	"9,500"	"9,000"	"9,000"	"9,500"	"9,000"	"9,000"	"9,500"	"10,000"	"9,000"	"9,000"	"32,000"	"35,833"	"36,500"
2016-11-05	"9,000"	"10,000"	"9,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"10,000"	"9,000"	"9,000"	"30,500"	"36,333"	"36,500"
2016-11-06	"9,500"	"9,500"	"9,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"10,000"	"9,000"	"9,000"	"29,500"	"36,333"	"36,500"
2016-11-07	"9,500"	"9,500"	"9,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"10,500"	"9,000"	"9,000"	"28,500"	"35,833"	"36,000"
2016-11-08	"9,000"	"9,000"	"9,500"	"9,000"	"9,500"	"9,500"	"9,000"	"9,000"	"9,000"	"10,000"	"9,000"	"9,000"	"28,500"	"35,333"	"35,500"
2016-11-09	"9,000"	"9,000"	"9,500"	"9,000"	"9,000"	"10,500"	"9,000"	"9,000"	"9,000"	"10,000"	"9,000"	"9,000"	"30,000"	"34,833"	"35,000"
2016-11-10	"9,000"	"9,000"	"9,500"	"9,000"	"9,500"	"11,000"	"9,000"	"9,000"	"9,500"	"10,000"	"9,000"	"9,000"	"31,500"	"34,833"	"35,000"
2016-11-11	"9,000"	"9,000"	"9,500"	"9,000"	"9,500"	"11,000"	"9,000"	"9,000"	"9,500"	"11,500"	"9,000"	"9,000"	"32,000"	"34,333"	"35,500"
2016-11-12	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"11,000"	"9,000"	"9,000"	"10,000"	"11,500"	"9,000"	"9,000"	"33,000"	"33,333"	"36,000"
2016-11-13	"9,000"	"9,500"	"9,000"	"9,500"	"9,000"	"10,500"	"9,000"	"9,000"	"9,500"	"11,500"	"9,000"	"9,000"	"34,000"	"32,833"	"36,500"
2016-11-14	"9,000"	"9,500"	"9,000"	"9,500"	"9,000"	"10,000"	"9,000"	"9,000"	"9,500"	"11,500"	"9,000"	"9,000"	"34,000"	"32,333"	"36,500"
2016-11-15	"9,000"	"9,500"	"9,000"	"9,500"	"9,000"	"9,500"	"9,000"	"9,000"	"9,000"	"11,000"	"9,000"	"9,000"	"34,000"	"32,833"	"36,000"
2016-11-16	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"9,000"	"9,000"	"34,000"	"32,833"	"35,500"
2016-11-17	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"33,500"	"33,333"	"35,500"
2016-11-18	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"33,500"	"33,333"	"35,000"
2016-11-19	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"33,500"	"32,833"	"35,000"
2016-11-20	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"10,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"34,000"	"31,833"	"34,000"
2016-11-21	"9,000"	"9,000"	"9,500"	"9,000"	"9,000"	"9,000"	"10,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"34,500"	"31,333"	"33,500"
2016-11-22	"9,000"	"9,000"	"10,000"	"9,000"	"9,000"	"9,000"	"9,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"34,000"	"30,333"	"32,500"
2016-11-23	"9,000"	"9,000"	"10,500"	"9,000"	"9,000"	"9,500"	"9,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"33,000"	"31,333"	"32,500"
2016-11-24	"9,000"	"9,000"	"10,000"	"9,000"	"9,000"	"10,000"	"9,000"	"9,500"	"9,000"	"9,000"	"9,000"	"9,000"	"30,000"	"28,333"	"29,500"
2016-11-25	"9,000"	"9,000"	"11,000"	"9,000"	"9,000"	"9,500"	"9,000"	"10,000"	"9,000"	"9,000"	"9,000"	"9,000"	"27,000"	"25,333"	"26,500"
2016-11-26	"9,000"	"9,000"	"11,500"	"9,000"	"9,000"	"10,000"	"9,000"	"11,000"	"9,000"	"9,000"	"9,000"	"9,000"	"24,000"	"22,333"	"23,500"
2016-11-27	"9,000"	"9,000"	"11,000"	"9,000"	"9,000"	"10,500"	"9,000"	"11,000"	"9,000"	"9,000"	"9,000"	"9,000"	"21,000"	"19,333"	"20,500"
2016-11-28	"9,000"	"9,000"	"10,500"	"9,000"	"9,000"	"11,000"	"9,000"	"10,500"	"9,000"	"9,000"	"9,000"	"9,000"	"18,000"	"16,333"	"17,500"
2016-11-29	"9,000"	"9,500"	"10,000"	"9,000"	"9,000"	"10,500"	"9,000"	"10,000"	"9,000"	"9,000"	"9,000"	"9,000"	"15,000"	"13,333"	"14,500"
2016-11-30	"12,000"	"12,000"	"12,500"	"12,000"	"12,000"	"13,500"	"12,000"	"12,500"	"12,000"	"12,000"	"12,000"	"12,000"	"12,500"	"12,333"	"15,000"
2016-12-01	"12,000"	"12,000"	"13,000"	"12,000"	"12,000"	"13,500"	"12,000"	"12,000"	"12,000"	"12,000"	"12,000"	"13,000"	"12,500"	"15,333"	"16,034"
2016-12-02	"12,000"	"12,000"	"13,000"	"12,000"	"12,000"	"13,500"	"12,000"	"12,500"	"12,000"	"12,000"	"12,000"	"13,500"	"12,500"	"17,000"	"16,034"
2016-12-03	"12,000"	"12,500"	"13,000"	"12,000"	"12,000"	"13,500"	"12,000"	"13,000"	"12,000"	"12,000"	"12,000"	"13,500"	"12,500"	"17,000"	"16,034"
2016-12-04	"12,500"	"14,000"	"13,000"	"12,500"	"12,000"	"13,000"	"12,000"	"13,000"	"12,000"	"12,000"	"12,000"	"13,000"	"12,500"	"17,000"	"16,034"
2016-12-05	"12,500"	"14,500"	"13,000"	"13,000"	"12,000"	"12,500"	"14,000"	"12,500"	"12,000"	"12,000"	"12,000"	"12,500"	"13,000"	"17,000"	"16,034"
2016-12-06	"12,500"	"14,500"	"13,000"	"13,500"	"12,000"	"12,500"	"14,000"	"12,000"	"12,000"	"12,000"	"12,000"	"12,000"	"13,000"	"17,000"	"16,034"
2016-12-07	"12,500"	"14,500"	"12,500"	"13,500"	"12,000"	"12,500"	"14,000"	"12,000"	"12,000"	"12,000"	"12,000"	"12,000"	"13,000"	"17,000"	"16,034"
2016-12-08	"13,000"	"14,500"	"12,500"	"13,000"	"12,000"	"12,500"	"14,500"	"12,000"	"12,000"	"12,000"	"12,000"	"12,000"	"13,000"	"17,000"	"16,034"
2016-12-09	"13,000"	"14,000"	"12,000"	"12,500"	"12,000"	"13,000"	"14,500"	"12,000"	"12,000"	"12,000"	"12,000"	"12,000"	"13,000"	"17,000"	"16,034"
2016-12-10	"13,000"	"14,000"	"12,000"	"12,500"	"12,000"	"13,500"	"14,500"	"12,000"	"12,000"	"12,000"	"12,000"	"12,000"	"13,500"	"17,000"	"16,034"
2016-12-11	"12,500"	"14,500"	"12,000"	"12,000"	"12,000"	"12,500"	"14,000"	"12,000"	"12,000"	"12,000"	"13,500"	"12,000"	"13,500"	"17,000"	"16,034"
2016-12-12	"12,500"	"14,000"	"12,500"	"12,000"	"12,000"	"12,000"	"13,000"	"12,000"	"12,000"	"12,500"	"14,000"	"12,000"	"13,500"	"17,000"	"16,034"
2016-12-13	"12,000"	"13,500"	"13,500"	"12,000"	"12,000"	"12,000"	"12,500"	"12,000"	"12,000"	"14,500"	"14,500"	"12,000"	"14,000"	"17,000"	"16,034"
2016-12-14	"12,500"	"13,000"	"14,000"	"12,000"	"12,000"	"12,000"	"12,458"	"12,000"	"12,000"	"15,491"	"14,495"	"12,000"	"14,622"	"16,156"	"16,034"
2016-12-15	"13,000"	"13,000"	"14,000"	"12,000"	"12,000"	"12,000"	"12,458"	"12,000"	"12,000"	"15,491"	"14,495"	"12,000"	"15,122"	"16,156"	"16,034"
2016-12-16	"13,500"	"12,500"	"14,000"	"12,000"	"12,000"	"12,000"	"12,458"	"12,469"	"12,000"	"14,991"	"14,495"	"12,000"	"15,122"	"16,156"	"16,034"
2016-12-17	"13,000"	"12,500"	"13,500"	"12,000"	"12,500"	"12,000"	"12,458"	"12,469"	"12,000"	"14,491"	"14,495"	"12,000"	"15,622"	"16,156"	"16,034"
2016-12-18	"13,000"	"12,500"	"13,500"	"12,000"	"12,500"	"12,000"	"12,000"	"12,969"	"12,000"	"13,991"	"14,495"	"12,000"	"15,622"	"16,156"	"16,034"
2016-12-19	"12,500"	"12,500"	"13,000"	"12,000"	"13,000"	"12,000"	"12,000"	"12,969"	"12,000"	"13,491"	"13,495"	"12,000"	"12,622"	"16,156"	"16,034"
2016-12-20	"12,500"	"12,500"	"13,000"	"12,000"	"13,000"	"12,000"	"12,000"	"13,469"	"12,000"	"13,491"	"12,000"	"12,000"	"12,000"	"16,156"	"16,034"
2016-12-21	"12,500"	"12,000"	"13,000"	"12,000"	"13,500"	"12,382"	"12,000"	"13,969"	"12,000"	"13,491"	"12,000"	"12,000"	"12,000"	"16,156"	"16,034"
2016-12-22	"12,500"	"12,000"	"13,000"	"12,000"	"14,000"	"12,382"	"12,000"	"13,969"	"12,485"	"13,991"	"12,000"	"12,000"	"12,000"	"16,156"	"16,034"
2016-12-23	"12,500"	"12,000"	"12,500"	"12,000"	"14,000"	"12,000"	"12,000"	"14,469"	"12,485"	"13,991"	"12,000"	"12,000"	"12,122"	"16,156"	"16,034"
2016-12-24	"12,000"	"12,500"	"12,500"	"12,500"	"14,000"	"12,000"	"12,000"	"13,469"	"12,485"	"13,991"	"12,000"	"12,000"	"12,122"	"16,156"	"16,034"
2016-12-25	"12,000"	"12,000"	"13,000"	"12,500"	"14,000"	"12,000"	"12,000"	"12,969"	"12,485"	"13,991"	"12,000"	"12,000"	"12,000"	"16,156"	"16,034"
2016-12-26	"12,000"	"12,000"	"13,000"	"12,500"	"14,000"	"12,000"	"12,000"	"12,469"	"12,485"	"13,991"	"12,000"	"12,000"	"12,000"	"16,156"	"16,034"
2016-12-27	"12,000"	"12,000"	"13,000"	"12,500"	"14,000"	"12,000"	"12,000"	"12,969"	"12,985"	"13,491"	"12,000"	"12,000"	"12,122"	"16,156"	"16,034"
2016-12-28	"12,000"	"12,000"	"13,000"	"12,500"	"14,000"	"12,000"	"12,000"	"12,969"	"12,485"	"12,991"	"12,495"	"12,000"	"12,122"	"16,156"	"16,034"
2016-12-29	"12,000"	"12,000"	"13,000"	"12,000"	"13,500"	"12,000"	"12,000"	"12,469"	"12,485"	"12,000"	"13,495"	"12,000"	"12,000"	"16,156"	"16,034"
2016-12-30	"12,000"	"12,500"	"13,000"	"12,000"	"13,000"	"12,000"	"12,000"	"12,469"	"12,000"	"12,000"	"13,995"	"12,000"	"12,000"	"16,156"	"16,034"
2016-12-31	"12,000"	"12,000"	"12,500"	"12,000"	"13,000"	"12,000"	"12,000"	"12,469"	"12,000"	"12,000"	"13,995"	"12,000"	"12,000"	"16,156"	"16,034"
